run_name,noise_kind,snr_db,accuracy,acc_Fin_FinbackWhale,acc_StripedDolphin,acc_Narwhal,acc_WestIndianManatee,acc_White_sidedDolphin,acc_Grampus_Risso'sDolphin,acc_LongBeaked(Pacific)CommonDolphin,acc_MelonHeadedWhale,acc_WeddellSeal,acc_HumpbackWhale,acc_RossSeal,acc_BottlenoseDolphin,acc_White_beakedDolphin,acc_Rough_ToothedDolphin,acc_HarborPorpoise,acc_NorthernRightWhale,acc_AtlanticSpottedDolphin,acc_Walrus,acc_KillerWhale,acc_Short_Finned(Pacific)PilotWhale,acc_RibbonSeal,acc_FalseKillerWhale,acc_RingedSeal,acc_SouthernRightWhale,acc_Boutu_AmazonRiverDolphin,acc_HarpSeal,acc_BeardedSeal,acc_MinkeWhale,acc_SpottedSeal,acc_CommonDolphin,acc_GrayWhale,acc_Long_FinnedPilotWhale,acc_ClymeneDolphin,acc_Fraser'sDolphin,acc_LeopardSeal,acc_BowheadWhale,acc_SpinnerDolphin,acc_Beluga_WhiteWhale,acc_SpermWhale,acc_PantropicalSpottedDolphin
ast_finetune_gpu,white,inf,0.5764973958333334,0.9921259842519685,0.22413793103448276,0.0,0.0,0.006211180124223602,0.5939849624060151,0.0,0.0,1.0,0.9142857142857143,1.0,0.024,0.5192307692307693,0.47058823529411764,0.0,0.7246376811594203,0.05555555555555555,0.425531914893617,0.964200477326969,0.05102040816326531,0.125,0.9883720930232558,0.0,0.0,0.0,1.0,0.8888888888888888,0.0,1.0,0.9619565217391305,0.0,0.7441860465116279,0.0,0.06666666666666667,0.0,0.2647058823529412,0.8125,0.4,0.9296875,0.022598870056497175
ast_finetune_gpu,white,20.0,0.5634765625,0.9921259842519685,0.15517241379310345,0.0,0.0,0.012422360248447204,0.5864661654135338,0.0,0.3333333333333333,1.0,0.9428571428571428,0.967741935483871,0.024,0.5384615384615384,0.4411764705882353,0.0,0.5362318840579711,0.037037037037037035,0.3191489361702128,0.9761336515513126,0.05102040816326531,0.125,0.9825581395348837,0.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.75,0.9239130434782609,0.0,0.7403100775193798,0.0,0.06666666666666667,0.0,0.20588235294117646,0.78125,0.4,0.91796875,0.005649717514124294
ast_finetune_gpu,white,10.0,0.5615234375,1.0,0.3103448275862069,0.0,0.0,0.037267080745341616,0.5413533834586466,0.0,0.0,1.0,0.9142857142857143,1.0,0.024,0.5192307692307693,0.5294117647058824,0.0,0.5652173913043478,0.018518518518518517,0.3191489361702128,0.964200477326969,0.08163265306122448,0.125,0.9651162790697675,0.0,0.3,0.0,1.0,0.8888888888888888,0.0,0.75,0.8913043478260869,0.0,0.7170542635658915,0.0,0.06666666666666667,0.0,0.2647058823529412,0.78125,0.2,0.9140625,0.005649717514124294
ast_finetune_gpu,white,5.0,0.556640625,1.0,0.3793103448275862,0.0,0.0,0.09316770186335403,0.5263157894736842,0.0,0.3333333333333333,0.9411764705882353,0.8714285714285714,0.9354838709677419,0.024,0.4423076923076923,0.5588235294117647,0.0,0.6376811594202898,0.018518518518518517,0.2978723404255319,0.9618138424821002,0.07142857142857142,0.125,0.936046511627907,0.0,0.3,0.0,1.0,0.8888888888888888,0.0,0.75,0.8804347826086957,0.0,0.7093023255813954,0.006535947712418301,0.06666666666666667,0.0,0.3235294117647059,0.6979166666666666,0.05,0.89453125,0.005649717514124294
ast_finetune_gpu,white,0.0,0.52734375,1.0,0.4482758620689655,0.0,0.0,0.09937888198757763,0.518796992481203,0.0,1.0,0.6470588235294118,0.8714285714285714,0.8709677419354839,0.032,0.3076923076923077,0.5588235294117647,0.0,0.5797101449275363,0.018518518518518517,0.2978723404255319,0.918854415274463,0.08163265306122448,0.0,0.9186046511627907,0.0,0.2,0.0,1.0,0.8333333333333334,0.0,0.75,0.8260869565217391,0.0,0.686046511627907,0.0,0.0,0.0,0.16176470588235295,0.5833333333333334,0.1,0.828125,0.005649717514124294
ast_finetune_gpu,white,-5.0,0.4384765625,0.984251968503937,0.3620689655172414,0.0,0.0,0.08695652173913043,0.43609022556390975,0.0,0.3333333333333333,0.4117647058823529,0.7571428571428571,0.8387096774193549,0.024,0.19230769230769232,0.4117647058823529,0.0,0.6086956521739131,0.0,0.19148936170212766,0.7875894988066826,0.07142857142857142,0.125,0.8023255813953488,0.0,0.1,0.0,1.0,0.4444444444444444,0.0,0.75,0.6358695652173914,0.0,0.5310077519379846,0.0,0.0,0.0,0.22058823529411764,0.3958333333333333,0.05,0.640625,0.0
ast_finetune_gpu,white,-10.0,0.2662760416666667,0.952755905511811,0.1896551724137931,0.0,0.0,0.043478260869565216,0.41353383458646614,0.0,1.0,0.17647058823529413,0.6,0.6451612903225806,0.008,0.0,0.20588235294117646,0.0,0.5217391304347826,0.0,0.0851063829787234,0.42720763723150357,0.0,0.125,0.6395348837209303,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.375,0.32608695652173914,0.0,0.17829457364341086,0.0,0.0,0.0,0.10294117647058823,0.125,0.05,0.34375,0.0
ast_finetune_gpu,pink,20.0,0.5677083333333334,0.9921259842519685,0.1896551724137931,0.0,0.0,0.018633540372670808,0.6090225563909775,0.0,0.3333333333333333,1.0,0.9285714285714286,0.967741935483871,0.024,0.4807692307692308,0.4411764705882353,0.0,0.5797101449275363,0.05555555555555555,0.3617021276595745,0.9737470167064439,0.061224489795918366,0.375,0.9825581395348837,0.0,0.0,0.0,1.0,0.8888888888888888,0.0,0.875,0.9402173913043478,0.0,0.7364341085271318,0.0,0.06666666666666667,0.0,0.17647058823529413,0.8020833333333334,0.4,0.91796875,0.005649717514124294
ast_finetune_gpu,pink,10.0,0.5680338541666666,1.0,0.1896551724137931,0.0,0.0,0.024844720496894408,0.5488721804511278,0.0,0.3333333333333333,1.0,0.9142857142857143,0.967741935483871,0.024,0.5384615384615384,0.4411764705882353,0.0,0.7246376811594203,0.07407407407407407,0.2765957446808511,0.9785202863961814,0.08163265306122448,0.25,0.9941860465116279,0.0,0.1,0.0,1.0,0.8888888888888888,0.0,0.75,0.9130434782608695,0.0,0.7286821705426356,0.0,0.06666666666666667,0.0,0.17647058823529413,0.8020833333333334,0.4,0.91796875,0.005649717514124294
ast_finetune_gpu,pink,5.0,0.55859375,1.0,0.15517241379310345,0.0,0.0,0.062111801242236024,0.5338345864661654,0.0,0.0,1.0,0.8571428571428571,0.967741935483871,0.024,0.4807692307692308,0.47058823529411764,0.0,0.7246376811594203,0.018518518518518517,0.23404255319148937,0.9689737470167065,0.061224489795918366,0.125,0.9825581395348837,0.0,0.2,0.0,1.0,0.8888888888888888,0.0,0.875,0.8804347826086957,0.0,0.7248062015503876,0.0,0.06666666666666667,0.0,0.23529411764705882,0.7708333333333334,0.15,0.9140625,0.005649717514124294
