run_name,noise_kind,snr_db,accuracy,acc_Fin_FinbackWhale,acc_StripedDolphin,acc_Narwhal,acc_WestIndianManatee,acc_White_sidedDolphin,acc_Grampus_Risso'sDolphin,acc_LongBeaked(Pacific)CommonDolphin,acc_MelonHeadedWhale,acc_WeddellSeal,acc_HumpbackWhale,acc_RossSeal,acc_BottlenoseDolphin,acc_White_beakedDolphin,acc_Rough_ToothedDolphin,acc_HarborPorpoise,acc_NorthernRightWhale,acc_AtlanticSpottedDolphin,acc_Walrus,acc_KillerWhale,acc_Short_Finned(Pacific)PilotWhale,acc_RibbonSeal,acc_FalseKillerWhale,acc_RingedSeal,acc_SouthernRightWhale,acc_Boutu_AmazonRiverDolphin,acc_HarpSeal,acc_BeardedSeal,acc_MinkeWhale,acc_SpottedSeal,acc_CommonDolphin,acc_GrayWhale,acc_Long_FinnedPilotWhale,acc_ClymeneDolphin,acc_Fraser'sDolphin,acc_LeopardSeal,acc_BowheadWhale,acc_SpinnerDolphin,acc_Beluga_WhiteWhale,acc_SpermWhale,acc_PantropicalSpottedDolphin
ast_linear_probe_gpu,white,inf,0.5068359375,0.9763779527559056,0.4827586206896552,0.0,0.16666666666666666,0.024844720496894408,0.5413533834586466,0.0,0.0,0.9411764705882353,0.5142857142857142,0.967741935483871,0.016,0.07692307692307693,0.4117647058823529,0.0,0.5507246376811594,0.18518518518518517,0.48936170212765956,0.8448687350835322,0.01020408163265306,0.125,0.8372093023255814,0.07692307692307693,0.3,0.0,1.0,0.7777777777777778,0.0,0.375,0.875,0.0,0.7248062015503876,0.006535947712418301,0.06666666666666667,0.0,0.23529411764705882,0.5625,0.2,0.77734375,0.05649717514124294
ast_linear_probe_gpu,white,20.0,0.4479166666666667,0.5984251968503937,0.4482758620689655,0.0,0.3333333333333333,0.062111801242236024,0.6616541353383458,0.0,0.0,0.8235294117647058,0.5142857142857142,0.967741935483871,0.024,0.09615384615384616,0.6470588235294118,0.0,0.5942028985507246,0.1111111111111111,0.06382978723404255,0.8926014319809069,0.030612244897959183,0.125,0.8662790697674418,0.0,0.0,0.0,1.0,0.7222222222222222,0.0,0.125,0.30434782608695654,0.0,0.5658914728682171,0.0,0.06666666666666667,0.0,0.17647058823529413,0.3333333333333333,0.05,0.8671875,0.011299435028248588
ast_linear_probe_gpu,white,10.0,0.3499348958333333,0.08661417322834646,0.15517241379310345,0.0,0.3333333333333333,0.062111801242236024,0.5714285714285714,0.0,0.0,0.9411764705882353,0.5142857142857142,0.9354838709677419,0.008,0.057692307692307696,0.38235294117647056,0.0,0.5362318840579711,0.037037037037037035,0.0,0.7398568019093079,0.030612244897959183,0.0,0.6744186046511628,0.0,0.0,0.0,1.0,0.3888888888888889,0.0,0.0,0.021739130434782608,0.0,0.5426356589147286,0.0,0.06666666666666667,0.0,0.014705882352941176,0.2916666666666667,0.0,0.85546875,0.0
ast_linear_probe_gpu,white,5.0,0.2578125,0.0,0.0,0.0,0.0,0.031055900621118012,0.518796992481203,0.0,1.0,0.5882352941176471,0.2571428571428571,0.7741935483870968,0.008,0.019230769230769232,0.17647058823529413,0.0,0.18840579710144928,0.018518518518518517,0.0,0.5178997613365155,0.01020408163265306,0.0,0.4127906976744186,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.5697674418604651,0.0,0.0,0.0,0.0,0.2604166666666667,0.0,0.69921875,0.0
ast_linear_probe_gpu,white,0.0,0.15364583333333334,0.0,0.0,0.0,0.0,0.0,0.48872180451127817,0.0,1.0,0.29411764705882354,0.05714285714285714,0.22580645161290322,0.0,0.0,0.0,0.0,0.11594202898550725,0.018518518518518517,0.0,0.28878281622911695,0.0,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3992248062015504,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.49609375,0.0
ast_linear_probe_gpu,white,-5.0,0.051432291666666664,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,1.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.018518518518518517,0.0,0.07159904534606205,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.0,0.0,0.0,0.27734375,0.0
ast_linear_probe_gpu,white,-10.0,0.008463541666666666,0.0,0.0,0.0,0.0,0.0,0.12781954887218044,0.0,1.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002386634844868735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0
ast_linear_probe_gpu,pink,20.0,0.4723307291666667,0.7559055118110236,0.43103448275862066,0.0,0.3333333333333333,0.049689440993788817,0.631578947368421,0.0,0.0,0.9411764705882353,0.37142857142857144,0.967741935483871,0.016,0.057692307692307696,0.5882352941176471,0.0,0.6376811594202898,0.14814814814814814,0.2765957446808511,0.9164677804295943,0.030612244897959183,0.125,0.8372093023255814,0.0,0.0,0.0,1.0,0.7222222222222222,0.0,0.5,0.5978260869565217,0.0,0.5155038759689923,0.0,0.06666666666666667,0.0,0.35294117647058826,0.34375,0.15,0.8515625,0.011299435028248588
ast_linear_probe_gpu,pink,10.0,0.4036458333333333,0.18110236220472442,0.46551724137931033,0.0,0.3333333333333333,0.043478260869565216,0.5714285714285714,0.0,0.6666666666666666,0.9411764705882353,0.5428571428571428,0.967741935483871,0.016,0.07692307692307693,0.5588235294117647,0.0,0.7391304347826086,0.12962962962962962,0.0425531914893617,0.8162291169451074,0.030612244897959183,0.0,0.7441860465116279,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,0.125,0.266304347826087,0.0,0.46511627906976744,0.0,0.06666666666666667,0.0,0.20588235294117646,0.2916666666666667,0.15,0.89453125,0.005649717514124294
ast_linear_probe_gpu,pink,5.0,0.3483072916666667,0.0,0.3620689655172414,0.0,0.3333333333333333,0.049689440993788817,0.5789473684210527,0.0,0.6666666666666666,0.9411764705882353,0.5857142857142857,0.967741935483871,0.008,0.07692307692307693,0.38235294117647056,0.0,0.782608695652174,0.05555555555555555,0.02127659574468085,0.6539379474940334,0.030612244897959183,0.0,0.5988372093023255,0.0,0.0,0.0,1.0,0.5555555555555556,0.0,0.125,0.07608695652173914,0.0,0.5155038759689923,0.0,0.0,0.0,0.08823529411764706,0.2708333333333333,0.05,0.87890625,0.0
