epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,seconds
1,3.1351387672228355,0.2731164383561644,0.15640723178647906,3.7727544421565082,0.22736992159657876,0.10586975581296898,3.1824081018567085
2,2.0321456883868128,0.4462756849315068,0.2785827455388502,4.05275860736817,0.21846044191019245,0.10496328388907476,2.6901656463742256
3,1.5721347078885117,0.532320205479452,0.35389637113708056,3.574065105794416,0.3253741981468282,0.17952855486003483,2.6812953799962997
4,1.1824693416487682,0.6081977739726028,0.4205137927450166,4.088080351469947,0.323592302209551,0.1736543243852643,2.6875606775283813
5,0.989318376024292,0.6781892123287672,0.4840303663187559,4.06835571188461,0.3442622950819672,0.1790466606726372,2.682156451046467
6,0.9420207755206382,0.677654109589041,0.49744123187850053,4.276471347912498,0.38595866001425516,0.19225742026482162,2.677690964192152
7,0.7447879144998446,0.7306292808219178,0.5322116947026557,4.233106089844843,0.3884533143264433,0.22642645332021025,2.6894119046628475
8,0.6702550305691484,0.7414383561643836,0.5698351651302603,4.23036376285451,0.41161796151104774,0.2525416286693843,2.7167742401361465
9,0.5985584310064577,0.7644477739726028,0.5823903065460494,4.398257074148758,0.3734853884533143,0.21162524855613787,2.6898647025227547
10,0.6282039283685488,0.774507705479452,0.5999678993221125,3.719419771488105,0.43656450463292945,0.23655175221121127,2.692041713744402
11,0.7032736916452238,0.7684075342465754,0.577099039206002,4.17985912546627,0.43264433357091947,0.25232911938277536,2.6825853921473026
12,0.6263912123666234,0.7610231164383562,0.5586293907745401,4.211765334392478,0.44618674269422665,0.2566492731425343,2.8478072099387646
13,0.47745345685988255,0.8028681506849316,0.6321384392991639,4.02093090670328,0.49964362081254454,0.2689334514582094,2.6764091067016125
14,0.47212644033644297,0.818707191780822,0.6855677743632291,4.175600555780492,0.4885958660014255,0.28860419107571816,2.6761266365647316
15,0.40813915079383,0.8397902397260274,0.7276294294267079,4.312592568711052,0.4782608695652174,0.2557396270836046,2.7112673930823803
16,0.41994436794560247,0.8374357876712328,0.6995111808631703,4.829801086232821,0.44796863863150393,0.253575139920028,2.6905034705996513
17,0.384014980790958,0.8392551369863014,0.7541434909070469,4.422204162804669,0.49857448325017817,0.28927904939381155,2.6979759745299816
18,0.2562116958098869,0.8662243150684932,0.7957805967576678,4.107379104180032,0.5089094796863863,0.297357945265018,2.686224915087223
19,0.2693373570091104,0.8753210616438356,0.7922307293515354,4.729881695484316,0.46507483962936563,0.2704916607031204,2.6875518821179867
20,0.45126664717617915,0.8032962328767124,0.6584761845750249,4.2415741862183545,0.48182466143977193,0.26225401913322566,2.6696225702762604
21,0.43997545736803584,0.8090753424657534,0.6725192252764535,3.9403370269922724,0.4483250178189594,0.25929967769116735,2.667838267982006
22,0.3264578918428862,0.8558433219178082,0.732343039961021,4.21847355603662,0.4971489665003564,0.27875646546530586,2.68359911441803
23,0.2597427617197167,0.8754280821917808,0.7848718136085203,4.685590274488595,0.5003563791874555,0.28539681086593777,2.6874465458095074
24,0.2852754163721653,0.8778895547945206,0.772902081326688,4.230399200556028,0.4896650035637919,0.26029474749104153,2.6889829747378826
25,0.23028822662946705,0.8889126712328768,0.7955281219882087,4.35357550757337,0.5167498218104063,0.2837031374613474,2.6985739953815937
26,0.32045688390833876,0.8863441780821918,0.8010562911087654,4.206905647878637,0.4971489665003564,0.28671242779213163,2.6996583342552185
