epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,seconds
1,3.4967337144564277,0.2092251712328767,0.12053725260006881,4.437680914668806,0.09693513898788311,0.057549149177530706,1.9869747273623943
2,2.7120602367675466,0.3095034246575342,0.17723515690697764,3.6905240152702956,0.2359230220955096,0.09974009146750558,1.5670279152691364
3,2.266299922988839,0.3952268835616438,0.2349740036635732,4.154636094847154,0.24305060584461868,0.10656443375443356,1.572421569377184
4,1.879414731917316,0.4454195205479452,0.27237256984983943,4.499311343143433,0.14611546685673557,0.07238658499673294,1.5649267733097076
5,1.4681441602233338,0.5409888698630136,0.3493331292820394,4.121241088943318,0.30042765502494656,0.1494469018876765,1.5594400987029076
6,1.3516205492084974,0.5502996575342466,0.37210351431918476,4.594832063485959,0.3210976478973628,0.13456232682246755,1.5756247341632843
7,1.1952517544978285,0.6013484589041096,0.4225933401314175,4.04370999557158,0.3670705630791162,0.1886547292716199,1.5564356371760368
8,1.0463927254489023,0.6342037671232876,0.45321685399401657,4.464724238906175,0.32145402708481824,0.18622451950154187,1.5682794079184532
9,0.9587999439402802,0.6653467465753424,0.48434697450312725,4.2210239798191695,0.3638631503920171,0.1921889941645807,1.5673503503203392
10,1.0158327007538652,0.6559289383561644,0.467833171573503,4.242369683062444,0.3132573057733428,0.16362896301351462,1.5647110231220722
11,1.1643982580671572,0.6215753424657534,0.44201942269015926,4.286360662151726,0.4016393442622951,0.19435130953660287,1.571603462100029
12,0.9510412210062759,0.6784032534246576,0.5055687735149567,4.560564635612246,0.3699215965787598,0.1795392683050374,1.5657176785171032
13,0.932888169607071,0.6820419520547946,0.5028315539784062,4.320287901698396,0.4005702066999287,0.20579443312156642,1.5807624608278275
14,0.69309710088658,0.738013698630137,0.5747334161921214,4.304815082149003,0.4369208838203849,0.22083215513097465,1.5680212900042534
15,0.6536460759705061,0.7485017123287672,0.5966784911077581,4.3099181805501665,0.42088382038488953,0.21963679889735618,1.5661188438534737
16,0.5621696142097042,0.7691566780821918,0.6356552973362409,4.324647567767971,0.4315751960085531,0.20855302186192168,1.5706171840429306
17,0.5788746783892585,0.7662671232876712,0.6124583815094832,5.003440465998497,0.4109052031361369,0.22488774922969304,1.5704386308789253
18,0.5877771031570761,0.7433647260273972,0.5887641199892003,4.361021832576923,0.4668567355666429,0.24438994927721877,1.5689161121845245
19,0.6634393168026453,0.751605308219178,0.58003692926264,4.137393941581037,0.4280114041339986,0.2271887994813348,1.7043240554630756
20,0.5274700725017345,0.7779323630136986,0.62169098214014,4.3641670237820405,0.4294369208838204,0.24183493603210582,1.5725167319178581
21,0.5364359779513046,0.787992294520548,0.6402155986198629,4.5416145856815495,0.451176051318603,0.24226931421017928,1.5774076730012894
22,0.5449032793204261,0.8107876712328768,0.6741393363081485,6.575305627400078,0.2936564504632929,0.161230750143533,1.5828226059675217
23,0.7052954989038918,0.7325556506849316,0.5649170901467703,4.814424650163436,0.42266571632216676,0.2219801741324015,1.5793870240449905
24,0.3675974874361737,0.8295162671232876,0.6841003537884026,4.405274862265553,0.4746970776906629,0.25818916756534854,1.5837998688220978
25,0.3688444265559928,0.8377568493150684,0.7316816624165351,4.942145970321432,0.4501069137562366,0.24771157337704167,1.5780415385961533
26,0.7930575316287067,0.7426155821917808,0.563388302079633,4.764666789612937,0.4233784746970777,0.21612580683547,1.5751975737512112
27,0.3996880880926978,0.8304794520547946,0.6712724554823225,4.846662660538938,0.4436920883820385,0.23825716452438833,1.5725648924708366
28,0.3486120247677581,0.8501712328767124,0.7223484166714842,4.679335312712048,0.4607982893799002,0.2567827460756968,1.5734660811722279
29,0.3486449786857383,0.8581977739726028,0.726899409486235,5.091400891606161,0.45652173913043476,0.24159657636348136,1.5760280713438988
30,0.42741783983903386,0.8369006849315068,0.691831966931825,5.2883465370377065,0.4126870990734141,0.2337664373986486,1.5720741301774979
31,0.47899990661503516,0.803082191780822,0.6915672365301127,4.592029149075193,0.4501069137562366,0.24091791646130414,1.5789288207888603
32,0.47726048600592025,0.8157106164383562,0.661295744289412,5.436826751475154,0.45367070563079115,0.22511252571676812,1.5683840587735176
